X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21
2028.66,46.52,-0.28,66.93,0.78,190.3092247,37,1.17,94,49.6977,15.13,18.39,0.42,1.51,29.2,2.88,1,38.52,1019.66,20.079,B
2199.8,80.73,-0.21,76.95,1.07,173.9671174,31,1.11,92,50.149,16.6,22.8,1.01,2.54,30.1,3.81,3,69.23,1011.8,53.865,A
2200.72,76.49,0.32,86.85,1.26,170.8939203,33,1.81,91,50.2088,19.32666667,21.98,0.92,2.34,30.9,3.85,2,58.79,1010.72,26.055,C
2145.34,83.53,0.1,69.49,1.04,176.8456641,29,0.86,95,50.0424,15.67,20.01,0.98,1.24,31.8,4.01,3,68.63,1012.34,41.694,C
2289.48,90.65,0.38,78.53,1.45,159.8453986,24,1.21,115,49.9851,21.06666667,27.2,2.26,0.53,32.3,4.69,3,77.95,1009.48,86.383,B
2168.57,55.59,0.26,96.05,1.27,183.8193043,34,1.54,101,49.8576,14.69,14.07,0.74,2.12,27.9,3.56,2,42.99,1007.57,57.63,A
2294.94,61.09,-0.04,69.91,1.13,174.9079556,26,1,105,49.9716,17.76333333,20.29,2.78,0.58,35.3,5,3,49.69,1008.94,48.937,D
2307.11,86,-0.24,62.17,1.42,176.9665163,26,1.06,99,50.2207,17.40666667,28.22,1.97,1.21,34.5,4.76,3,76.2,1006.11,80.821,A
2232.46,61.23,0.2,42.73,1.21,191.3932473,28,0.95,95,50.3621,18.99333333,29.98,1.13,1.32,29,4.23,4,47.93,1002.46,17.092,D
2312.84,63.19,0.94,47.95,1.93,183.226463,27,1.06,105,50.4957,20.18333333,18.55,1.65,0.67,27.6,4.26,4,43.69,1016.84,38.36,A
2222.78,59.71,-0.24,42.5,1,185.3406544,31,1.14,97,50.2443,18.91333333,23.74,1.24,1.09,30.9,4.29,2,49.21,1012.78,29.75,A
2153.45,48.18,-0.33,98.77,0.74,187.8318308,35,1.15,92,50.2365,17.37666667,19.13,0.58,0.98,27.3,3.34,2,42.18,1001.45,9.877,B
2208.05,79.12,-0.24,46.31,0.68,168.9419966,32,0.94,91,50.2648,20.61666667,28.85,0.67,1.12,30.4,3.69,3,68.12,1012.05,18.524,B
2448.85,79.26,0.99,55.95,1.82,178.7598041,24,0.84,115,50.465,19.58666667,22.76,3.75,1.06,31.1,5.02,5,58.96,1013.85,78.33,B
2056.75,85,0.23,59.41,0.9,171.0557672,34,1.1,101,49.8284,21.06666667,33.2,0.63,2.48,25.3,3.44,2,70.8,1008.75,35.646,A
2289.47,86.94,0.46,54.79,1.43,168.0033668,25,1.03,115,49.8334,21.28333333,30.85,1.91,1.04,31.9,4.55,3,70.94,1007.47,142.454,A
2231.05,50.89,-0.48,87.34,0.73,187.9245774,29,0.94,101,49.8906,11.69,8.07,0.95,1.35,26.1,3.74,3,43.69,1017.05,69.872,D
2046.55,74.29,-0.44,68.12,0.71,178.8335816,32,0.83,91,49.7664,15.26,24.78,0.63,1.85,25.1,3.28,3,66.49,1010.55,13.624,A
2125.61,53.37,-0.1,91.34,1.01,179.9542615,33,1.03,94,49.8723,15.15,12.45,0.63,0.99,27.7,3.5,3,43.67,1013.61,18.268,A
2164.27,75.77,-0.35,44.53,0.8,172.5331866,32,1.01,92,50.0233,20.93333333,32.8,0.69,1.25,27.5,3.58,3,68.67,1005.27,17.812,B
2224.41,65.69,-0.45,55.07,0.96,174.5106948,31,1.52,94,50.1643,20.9,29.7,1.1,1.33,31.9,4.1,2,57.19,1008.41,49.563,A
2150.45,52.2,0.31,91.84,1.16,199.0438908,30,1.02,92,50.1527,10.8,5.4,0.75,1.5,28.2,3.72,3,39.4,1011.45,36.736,A
2157.4,51.78,-0.05,82.12,0.75,180.176431,35,1.25,91,50.2119,17.28333333,15.85,0.6,0.97,26.9,3.19,1,42.28,1007.4,8.212,A
2069.3,59.43,0.43,76.08,0.96,188.8731413,33,1.24,101,50.0183,16.05333333,9.16,0.62,2.26,25.7,3.33,1,41.03,1021.3,68.472,A
2176.46,75.1,0.27,74.72,1.29,171.1951626,30,1.25,101,50.0625,18.17666667,21.53,0.95,1.16,27.1,3.89,3,59.8,1016.46,74.72,D
2038.13,46.29,-0.57,68.5,0.77,193.6710657,33,1.09,92,49.5443,14.05333333,18.16,0.62,1.26,30.4,2.8,1,39.99,1008.13,20.55,B
2148.78,49.93,-0.53,94.42,0.8,183.8807769,35,1.08,98,49.6101,13.10333333,12.31,0.69,1.12,28.9,3.13,2,44.03,1007.78,18.884,A
2196.02,75.35,-0.23,55.87,1.02,167.5025401,33,1.04,96,50.062,18.92333333,23.77,0.51,7.32,25.1,3.17,3,64.15,1021.02,50.283,A
2226.86,85.69,0.37,68.97,0.92,173.8907427,32,1.16,91,50.3131,18.31333333,24.94,0.75,2.22,32.1,3.7,3,67.69,1008.86,48.279,A
2210.48,78.88,-0.21,93.95,0.96,168.4107836,31,1.05,98,50.027,16.51,22.53,1.06,1.03,30.1,4.07,4,70.98,1005.48,46.975,A
2225.38,65.83,-0.35,68.69,1.21,171.6513012,34,2.56,94,49.8587,16.68,17.04,0.78,1.58,32,3.71,1,56.03,1020.38,61.821,D
2210.35,48.3,-0.46,88.52,1,189.8359712,29,0.92,102,50.0504,14.49333333,10.48,1.5,1.43,28.1,4.36,3,40,1021.35,79.668,A
2355.55,48.19,-0.41,91.44,1.55,190.8018648,26,0.96,105,49.9189,11.36,7.08,4.43,0.77,33.1,5.22,4,39.99,1010.55,118.872,A
2080.44,85.32,0.09,66.32,0.96,163.8883523,33,0.83,101,49.3767,19.98333333,29.95,0.73,1.08,28.4,3.2,3,73.42,1011.44,19.896,B
2179.95,48.84,-0.54,93.83,0.91,188.1624249,31,0.87,95,49.778,12.52,13.56,1.03,0.91,30.3,3.97,4,42.34,1017.95,28.149,B
2254.54,47.12,-0.21,82.11,1.03,196.3278944,27,1.02,95,50.0605,11.72,8.16,1.16,1.23,33.6,4.1,3,39.72,1020.54,57.477,A
2054.47,49.71,-0.96,81.22,0.61,180.2538427,34,0.94,98,49.4039,16.31666667,18.95,0.61,1.3,29.7,3.4,2,46.21,1013.47,40.61,B
2037.23,79.48,-0.43,44.14,0.86,169.6051344,35,1.07,98,49.5239,20.15,33.45,0.6,1.31,31,3.03,1,73.88,1006.23,8.828,C
2169.23,71.73,0.07,66.04,1.25,182.8460253,32,1.33,98,49.8377,17.34333333,28.03,0.77,4.62,28.8,3.75,2,60.23,1010.23,52.832,A
2365.78,84.44,0.63,75.15,3.25,175.8842044,18,0.98,116,50.111,20.39666667,25.19,26.69,0.49,31.4,5.06,5,63.94,1012.78,202.905,A
2298.9,71.39,-0.28,48.24,1.23,177.5913105,24,0.93,105,50.0663,19.96666667,29.9,2.06,0.97,33.4,5,4,64.79,1016.9,62.712,C
2286.63,59.31,0.46,71.36,1.28,195.1650326,26,0.92,107,49.9645,17.04333333,24.13,5.17,1.02,30.5,5,5,45.61,1012.63,49.952,A
2240.35,65.7,-0.4,81.58,1.38,176.4707505,29,0.98,99,49.9786,18.53333333,25.6,1.28,3.17,28.5,3.88,4,56.9,1006.35,89.738,B
2152.36,64.63,-0.06,91.64,0.77,173.7080952,34,1.45,81,50.2303,18.61,19.83,0.19,1.78,27.9,2.99,2,51.43,1007.36,45.82,A
2096.09,48.25,-0.62,97.7,0.66,183.1188502,39,0.88,94,49.8654,14.91666667,11.75,0.33,1.21,25.1,2.71,2,40.55,1018.09,29.31,B
2246.96,53.76,-0.01,90.91,1.57,187.4184893,30,1.42,98,50.3233,13.09333333,6.28,1.74,0.89,30.7,4.41,2,41.06,1020.96,72.728,A
2251.93,87.87,0.28,72.13,2.15,165.2380689,26,1.16,105,49.8431,18.70666667,26.12,4.3,0.67,29.6,4.49,3,70.47,1009.93,72.13,B
2178.01,41.98,-0.48,81.84,0.7,198.1858884,30,1.12,93,49.9394,9.64,7.92,0.85,0.86,31.8,3.65,2,36.08,1021.01,24.552,B
2260.89,60.52,0.53,80.5,1.53,188.9745769,26,0.87,100,50.0378,15.54333333,13.63,1.46,0.85,33.1,4.34,4,40.92,1021.89,64.4,C
2172.45,76.04,-0.27,71.35,0.88,175.8286335,29,1.17,104,49.6388,15.94666667,23.84,1.15,0.92,31.2,4,2,68.94,1007.45,42.81,A
2297.48,58.87,0.69,67.7,4.64,188.8135802,24,0.88,112,50.1092,13.75,5.25,9.35,1.12,28.6,4.77,6,40.07,1019.48,121.86,A
2163.36,53.68,-0.4,78.98,0.69,185.764402,36,1.23,87,50.0339,14.63666667,13.91,0.4,2.06,27.1,3.16,2,44.58,1021.36,31.592,C
2162.63,58.4,0.37,90.26,0.97,183.2703898,34,1.13,98,50.1956,15.54333333,10.63,0.45,1.65,26.6,2.89,2,44.2,1018.63,36.104,A
2182.77,79.05,-0.08,63.9,0.87,174.8757712,32,1.12,93,49.9311,16.49333333,22.48,0.66,1.58,30.3,3.24,2,67.45,1014.77,38.34,A
2218.31,75.94,0.08,45.3,0.91,167.1453911,29,1.02,109,49.6792,19.12,27.36,1.28,0.68,29.5,4.14,2,66.54,1011.31,36.24,A
2206.47,83.41,0.33,59.63,2.14,177.7456619,27,0.95,101,49.9018,18.33,27.99,2.87,1.26,29.7,4.55,5,66.91,1008.47,53.667,C
2128.63,85.45,0.35,58.47,1.28,171.8288212,32,1.22,105,49.8352,19.31,30.93,0.93,1.47,25.9,3.59,2,71.85,1008.63,35.082,A
2280.77,53.78,-0.27,66.22,1.41,196.058651,28,0.97,112,49.8757,14.79,20.37,2.35,1.24,30.7,4.72,4,44.58,1016.77,86.086,A
2252.47,58,0.6,62.84,2.49,192.4796021,28,1.06,105,50.0557,12.33666667,7.01,1.5,2.29,28,4.11,4,37.8,1021.47,87.976,B
2335.44,72.39,-0.27,95.18,1.2,174.1729831,26,0.67,109,49.8674,15.66,16.98,4.11,0.81,29.7,4.92,7,63.09,1020.44,66.626,A
2229.07,89.12,0.45,64.2,4.07,165.4499132,30,1.98,97,50.1599,22.01,30.03,1.4,1.22,30.2,3.92,2,70.02,1010.07,64.2,A
2355.62,53.74,-0.05,94.39,3.02,192.5708845,21,1.14,103,50.4364,13.11333333,6.34,23.07,1.12,31,5.27,4,40.64,1020.62,188.78,A
2199.19,41.81,-0.33,54.13,0.86,200.5514871,28,1.04,104,50.1965,15.86333333,14.59,1.07,1.27,30.1,3.89,2,35.71,1015.19,43.304,A
2175.68,53.77,-0.1,60.71,0.81,187.3182313,35,1.17,96,50.0458,14.57333333,10.72,0.42,3.61,28.4,3.39,2,41.17,1019.68,48.568,A
2300.27,65.55,-0.02,43.84,0.96,176.0560695,27,1.06,108,49.9109,19.96333333,26.89,1.63,1.04,33.2,4.42,3,56.85,1012.27,48.224,B
2119.97,51.68,0.15,90.52,0.92,189.5670273,32,1.06,97,49.8761,14.94666667,11.84,0.61,1.13,29,3.2,2,39.28,1016.97,72.416,B
2139.33,82.07,-0.01,62.35,0.92,168.4638015,33,1.01,101,50.1132,20.86333333,29.59,0.84,1.36,26.2,3.78,3,71.77,1006.33,43.645,B
2209.05,54.89,0.2,84.66,1.09,181.0320961,30,1.01,108,49.8297,16.00666667,12.02,1.51,0.72,28.3,4.16,3,39.69,1006.05,118.524,D
2241.79,65.06,0.61,38.63,3.32,190.3870694,26,1.1,102,50.2157,16.29666667,18.89,2.99,0.54,28.4,4.37,4,43.56,1012.79,50.219,A
2190.22,61.16,-0.11,99.73,0.84,174.1219291,34,1.27,91,50.2017,18.06,18.18,0.77,0.93,30.5,3.65,2,50.16,1010.22,29.919,B
2156.23,63.04,-0.27,52.18,0.77,186.7916635,33,0.95,89,49.9428,17.27333333,27.82,0.65,1.64,30.5,3.17,3,52.84,1006.23,20.872,A
2463.89,63.4,0.32,88.72,1.42,186.9899859,23,0.79,102,50.8249,16.92333333,20.77,3.95,0.89,31.5,5.22,5,51.3,1013.89,62.104,A
2139.26,80.46,-0.28,86.29,0.77,164.0495455,33,1.24,100,49.6257,19.40333333,28.21,0.67,0.88,28.4,3.47,1,73.06,1008.26,17.258,A
2168.11,56.27,-0.03,82.24,1.02,188.8814964,34,1.02,91,50.0087,14.28666667,15.86,0.53,1.78,27.8,2.86,3,43.67,1011.11,24.672,B
2242.55,79.13,-0.07,62.02,1.18,179.9659835,28,0.99,102,50.025,16.55,25.65,1.16,1.28,30.8,3.99,3,69.23,1012.55,62.02,C
2271.38,80.56,-0.24,56.74,1.26,167.4252287,29,1.09,100,49.9765,20.39333333,31.18,1.61,0.82,35.3,4.61,3,70.36,1006.38,34.044,B
2181.71,49.63,-0.24,90.41,0.96,189.6184099,30,0.95,95,49.6736,11.35,10.05,0.82,1.84,28.6,3.42,3,40.23,1019.71,72.328,B
2244.72,86.56,0.28,70.31,1.42,172.5504908,25,1.04,102,50.0077,20.11,30.33,2.2,0.86,34.3,4.94,3,70.36,1006.72,56.248,C
2197.31,81.27,-0.35,91.87,0.74,170.5018476,28,1.05,96,50.1131,18.73,26.19,1.03,0.79,31.2,3.87,3,73.77,1001.31,73.496,C
2452.84,103.92,1.56,51.29,12.65,165.0223941,25,1.19,113,50.8079,25.36333333,28.09,100,0.83,29,5.02,6,70.02,1010.84,66.677,D
2264.44,57.05,-0.03,76.76,1.69,189.9304418,23,1.09,111,50.1833,14.34,19.02,4.66,0.78,30.5,5.36,4,47.45,1007.44,92.112,B
2143.16,51.19,-0.08,82.16,0.54,189.9544507,36,1.02,82,50.1252,15.16333333,15.49,0.16,1.3,28.1,2.34,2,40.89,1007.16,8.216,B
2248.96,72.15,-0.5,88.31,0.94,176.6941645,28,0.98,99,50.0604,16.75333333,23.26,1.75,1.01,32.2,4.71,3,64.05,1012.96,114.803,A
2273.2,55.34,-0.03,78.66,1.23,187.2859898,28,1.24,101,50.2173,15.33,15.99,1.59,0.76,32.1,4.59,3,43.34,1014.2,70.794,B
2182.96,82.17,0.59,79.48,1.81,177.9168701,27,1.05,99,50.1261,16.98333333,23.95,1.55,2.1,27.3,4.03,4,60.37,1004.96,111.272,A
2267.92,78.02,-0.53,65.59,1.18,182.394653,24,0.89,102,49.8819,17.30333333,30.91,3.03,1.07,34.6,5.27,5,70.32,1011.92,85.267,A
2269.46,55.65,0.37,90.13,1.74,191.9571282,26,1.15,111,49.8396,12.78333333,8.35,2.09,0.81,32.1,4.67,3,42.85,1010.46,162.234,B
2142.09,42.3,-0.97,81.32,0.54,198.5203673,29,0.99,100,49.763,11.33333333,7,0.84,1.08,31.6,3.91,2,38.5,1014.09,89.452,A
2251.11,80.46,0.96,90.02,5.44,185.3783406,29,1.08,94,50.4278,17.84333333,20.53,1.73,4.76,27.8,4.08,4,49.16,1007.11,72.016,A
2033.66,69.28,-0.71,57.08,0.71,180.2484739,36,1.2,89,49.9208,16.34666667,25.04,0.61,1.5,31.5,3.36,1,65.48,1017.66,11.416,A
2086.57,58.85,-0.6,63.53,0.79,180.6200515,36,1.27,93,49.9106,18.17,24.51,0.54,1.41,29.6,3.35,1,51.95,1005.57,25.412,A
2125.82,74.28,-0.39,74.57,0.81,174.9808411,31,1.13,100,49.9737,16.07666667,21.23,0.85,1.04,29.7,3.62,2,68.08,1012.82,44.742,A
2282,56.42,0.31,86.37,1.79,196.7834171,23,0.96,113,49.9609,11.33666667,7.01,4.24,0.95,30.5,5.15,3,40.72,1024,190.014,C
2278.23,50.75,-0.07,70.52,1.53,196.1800988,24,1.17,109,49.9637,13.59333333,16.78,4.36,0.54,31.2,5.33,3,41.35,1000.23,84.624,D
2282.2,53.92,0.46,75.34,1.33,180.2544244,25,1.19,110,49.8635,15.02666667,9.08,2.17,0.55,35.2,4.73,3,40.02,1031.2,82.874,A
2270.27,77.54,-0.2,62.77,1.04,171.869375,28,1,98,50.1093,20.26,30.78,1.23,0.85,30.9,4.15,3,69.14,1007.27,37.662,D
2242.21,79.67,0.24,80.61,1.24,178.3239224,28,1.12,95,50.3696,16.67333333,23.02,1.21,0.79,32.8,4.18,3,63.47,1012.21,32.244,A
2236.62,89.47,0.06,76.1,2.09,169.2447253,30,1.04,92,50.1844,19.52,25.56,1.43,3.33,31.2,4.06,4,74.67,1016.62,76.1,B
2344.9,51.34,-0.11,60.95,1.35,193.4543618,25,1.39,102,50.6037,16.84333333,17.53,4.75,0.99,30.9,5.4,3,42.24,1016.9,91.425,D
2213.83,77.36,0.07,69.96,1.28,176.8650737,29,1.26,97,50.1592,18.04,21.12,1.75,1.05,32.6,4.52,2,62.96,1020.83,62.964,A
2318.82,53.19,0.04,92.86,1.14,189.4018465,27,1.36,103,50.3959,16.33666667,13.01,1.76,0.67,34.2,4.61,3,41.49,1019.82,167.148,A
2123.45,51.87,-0.1,50.3,0.86,184.5114986,36,1.03,94,49.5726,12.49,7.47,0.5,1.1,30,2.65,2,40.07,1015.45,15.09,B
2198.82,48.41,-0.06,72.76,1.15,193.1228358,29,1.1,103,50.2416,16.39,13.17,1.25,0.88,29,4.3,3,36.71,1012.82,72.76,B
2171.04,54.22,-0.09,41.43,0.97,193.2189757,30,0.88,96,50.206,15.08333333,15.25,0.96,1.48,30.3,4,4,43.02,1012.04,29.001,A
2063.36,85.22,0.39,70.33,1.03,171.947789,32,1.07,99,49.9132,18.63,28.89,0.6,1.46,23,2.9,2,70.72,1009.36,28.132,A
2317.57,86.41,0.64,53.66,5.3,171.2151261,27,1.13,104,50.16,20.06333333,27.19,4.81,1.56,30.1,4.53,4,62.91,1011.57,64.392,A
2269.23,87.97,0.38,86.58,3.61,169.154208,23,1.15,117,49.8507,17.15333333,21.46,15.39,0.94,29.8,5.04,4,74.87,1009.23,147.186,C
2091.04,86.5,-0.1,51.74,0.77,166.0374678,34,1.1,89,49.8914,19.72,32.16,0.27,1.44,30.3,2.88,2,76.2,1008.04,31.044,B
2172.2,76.98,0,76.58,0.84,165.5224173,35,1.23,99,49.9146,18.47333333,25.42,0.63,1.35,27.6,3.11,2,68.08,1011.2,22.974,B
2158.51,84.43,0.75,83.93,1.39,170.9660268,34,1.34,93,50.2128,19.61,22.83,0.54,1.83,27,3.09,2,59.43,1005.51,25.179,A
2088.7,52.39,-0.15,78.28,0.94,181.5450031,37,1.46,96,49.8123,16.21,15.63,0.45,1.44,28.1,3.23,1,41.79,1006.7,46.968,A
2237.7,87.9,-0.15,57.85,2.11,169.3345065,29,1.44,102,50.1924,21.27666667,30.83,3.52,2.06,31.2,4.65,3,77.3,1001.7,98.345,A
2292.19,53.79,-0.02,83.7,0.67,189.075063,30,0.57,100,50.3357,17.26,15.78,0.95,1.18,29.1,4.16,4,43.99,1022.19,41.85,A
2306.59,61.69,-0.57,62.9,0.86,179.5964961,26,1.01,108,49.8608,15.48666667,25.46,3.34,0.91,32.7,5.02,3,56.89,1012.59,56.61,A
2249.89,57.78,-0.07,38.78,1.12,189.8056848,27,0.77,96,50.2553,15.85666667,20.57,1.54,1.46,30.2,4.45,3,44.78,1008.89,31.024,B
2247.57,58.24,0.26,99.16,1.22,188.073669,28,1.27,101,50.3871,15.34,10.02,1.51,0.89,27.6,4.19,3,42.44,1014.57,118.992,A
2122.94,59.45,-0.44,77.56,0.75,178.259108,33,0.99,102,49.7839,13.87,11.61,0.81,1.16,27.4,3.45,3,52.75,1020.94,54.292,B
2161.56,65.59,0.45,77.2,1,169.7742443,38,1.41,101,49.9234,20.71333333,23.14,0.47,1.1,26.8,2.71,1,51.19,1009.56,54.04,A
2299.46,42.41,-0.76,78.29,0.73,199.5126687,28,0.91,96,49.9157,13.01333333,15.04,1.26,1.27,33.5,4.14,3,38.01,1022.46,46.974,D
2181.19,70.95,0.75,76.78,1.55,179.1639766,30,1.14,99,50.0999,13.42333333,10.27,1.15,0.94,32.7,4.23,3,52.75,1026.19,38.39,A
2163.75,87.13,-0.09,80.84,1.66,167.4400559,32,1.16,89,50.0171,16.06333333,21.19,0.53,15.55,26,3.5,3,74.93,1015.75,48.504,A
2148.62,48.61,-0.3,80.19,0.8,191.0751249,35,0.97,90,49.9575,14.23,12.69,0.53,1.35,28,2.94,2,40.71,1021.62,8.019,B
2305.39,77.54,-0.41,71.06,1.08,168.950465,29,1.01,107,50.0484,19.45666667,28.37,1.41,1.32,27.9,4.19,3,71.64,1007.39,99.484,B
2194.34,68.19,-0.37,92.45,0.77,173.1075721,29,0.8,99,49.9224,16.37333333,19.12,1.22,0.82,29.6,4.23,3,58.79,1017.34,36.98,A
2300.75,75.33,-0.25,65.16,1.28,180.7201172,25,0.99,98,50.0238,15.83,23.49,2.05,0.71,35.4,4.87,4,64.63,1020.75,78.192,A
2086.05,72.35,0.33,83.38,1.09,172.5710117,34,0.95,102,49.7054,16.33333333,19,0.74,1.05,26.9,3.21,3,58.95,1018.05,16.676,A
2217.41,52.94,0.14,74.09,0.97,184.907326,30,1.12,101,50.2636,15.86,11.58,0.75,1,25.4,3.57,3,41.74,1020.41,37.045,A
2055.1,49.9,-0.18,72.76,0.93,185.9936185,36,1.03,95,49.4712,15.06666667,15.2,0.42,1.61,29.8,2.68,2,39,1016.1,29.104,A
2245.81,63.82,0.88,97.46,1.75,194.5011728,29,1.02,104,50.2272,16.23666667,15.71,1.5,1.48,28.3,4.08,4,40.12,1012.81,107.206,A
2332.05,71.98,-0.44,61.36,1.26,177.2154467,23,0.97,106,49.9328,16.75666667,23.27,3.07,0.96,31.8,4.85,4,65.48,1019.05,141.128,D
2205.72,70.8,-0.44,78.36,0.82,175.1627163,30,1.21,94,50.1716,16.59333333,19.78,1,0.81,31.8,4.12,3,62.1,1019.72,62.688,B
2257.19,45.76,-0.57,74.05,0.89,197.8466401,27,0.92,105,49.8819,13.7,14.1,2.52,0.9,32.7,4.81,3,39.16,1008.19,59.24,A
2342.59,75.39,0.27,87.39,1.61,179.7485276,27,0.83,101,50.161,16.54,19.62,2.33,0.9,30,4.63,5,58.79,1017.59,52.434,B
2248.84,56.39,0.22,94.74,1.3,196.4566601,29,1.31,106,49.8646,13.63333333,13.9,1.83,1.16,33.1,4.36,2,39.59,1011.84,170.532,A
2101.22,87.77,0.39,56.58,0.9,167.4668842,32,1,101,49.9187,21.45666667,31.37,0.81,1.04,27.4,3.4,3,74.87,1009.22,22.632,B
2202.38,90.72,0.46,81.14,1.5,161.0087702,33,1.61,96,50.103,20.95333333,26.86,0.97,0.85,28.7,3.66,2,71.32,1007.38,16.228,B
2213.64,70.06,-0.11,77.94,1.59,179.0521784,29,1.39,107,49.7983,15.11666667,18.35,2.31,1.18,29.4,4.42,2,57.76,1019.64,109.116,A
2027.05,67.12,-0.61,60.46,0.72,177.2763054,36,1.03,82,49.792,18.09666667,30.29,0.36,1.72,29.3,2.93,2,59.22,1013.05,18.138,A
2272.02,68.78,-0.07,75.31,1.58,183.1721266,23,1.32,107,50.0126,16.63666667,25.91,6.65,0.59,34.7,5.54,3,58.98,1010.02,82.841,A
2169.24,54.49,0.01,83.78,0.88,187.1186251,32,0.86,90,50.1055,14.32666667,15.98,0.54,1.32,28,3.33,3,42.99,1008.24,8.378,B
2309.07,50.36,-0.04,66.95,0.46,191.5266741,28,0.95,98,50.4136,17.24,15.72,1.12,0.63,32.7,4.55,2,41.76,1023.07,46.865,B
2234.61,81.95,-0.19,75.17,1.01,175.6566909,28,0.91,105,50.1279,17.60333333,22.81,2.02,1.47,28.5,4.56,4,71.85,1009.61,135.306,A
2198.75,64.18,0.86,49.65,1.63,187.7160897,31,1.04,94,50.2973,16.57666667,13.73,0.63,1.37,27.9,3.48,3,41.78,1011.75,29.79,A
2270.61,57.83,0.53,94.97,1.62,183.281476,29,1.4,103,50.1876,14.77666667,5.33,1.64,1.22,29.2,4.02,3,39.33,1009.61,123.461,B
2102.7,64.22,0.02,70.29,0.85,181.899277,32,1.04,93,49.9032,13.90333333,14.71,0.68,1.19,29.6,3.55,2,52.72,1024.7,14.058,A
2205.72,47,-0.97,61.62,0.88,190.5867092,29,1.06,97,49.7034,16.08666667,24.26,1.24,1.06,33.8,4.18,2,42.8,1013.72,43.134,D
2130.72,81.33,-0.31,74.53,0.76,168.1556596,33,1.26,97,49.9347,19.26,27.78,0.58,1.29,26,3.38,2,72.43,1006.72,29.812,C
2198.7,63.49,-0.17,95.66,1.25,182.4115027,31,1.22,96,49.91,13.5,16.5,0.89,2,30,3.73,2,53.29,1017.7,57.396,A
2108.16,49.86,-0.02,86.61,0.85,188.7233686,35,1,96,49.859,12.83666667,8.51,0.55,2.1,25.9,2.83,2,39.66,1015.16,25.983,B
2168.8,66.01,-0.45,86.42,0.72,181.5688909,31,0.92,92,50.1384,15.2,18.6,0.85,1.07,33,4.01,3,58.71,1009.8,25.926,B
2272.55,48.15,-0.45,86.36,1,199.0708476,27,0.64,101,49.9799,10.17333333,6.52,1.59,1.16,28.3,4.41,5,39.85,1012.55,86.36,C
2321.37,66.01,0.74,71.07,5.75,179.6392072,27,1.94,104,50.2845,17.92,14.76,4.62,1.31,28.4,4.4,3,40.71,1017.37,120.819,A
2169.76,82.92,0.16,49.61,1.01,165.4499132,28,1.02,105,49.7219,19.6,28.8,1.1,0.82,27.2,3.88,3,70.02,1010.76,49.61,B
2187.39,54.49,0.07,85.52,0.9,182.8443918,33,1.5,89,50.2089,14.84333333,11.53,0.6,1.95,29.2,3.33,1,41.39,1018.39,51.312,A
2224.89,52.81,-0.21,90.02,0.95,183.5400086,28,1.14,110,49.7201,14.05,12.15,1.61,0.84,31.2,4.51,2,45.01,1018.89,162.036,A
2131.3,49.13,-0.48,91.36,0.96,189.0406966,31,1.17,99,49.8464,13.20333333,9.61,0.74,1.49,30.7,3.66,2,44.03,1008.3,82.224,C
2292.3,53.83,0.38,81.85,1.83,198.4894436,23,1.08,118,49.8288,12.55666667,13.67,5.92,1.04,32.3,4.98,3,38.53,1009.3,188.255,A
2188.01,90.53,0.54,72.8,1.54,169.3335081,32,1.16,103,50.043,19.62666667,25.88,1.08,1.93,30.3,3.84,2,71.73,1010.01,58.24,A
2107.32,77.91,0.03,55.76,0.64,168.0243453,33,0.74,99,50.0682,19.94,26.82,0.4,1.14,22,2.75,3,66.51,1016.32,5.576,B
2218.68,85.84,0.17,67.08,1.76,169.3847626,31,1.44,92,50.0246,18.37,28.11,0.91,2.15,31.5,3.67,2,69.84,1004.68,53.664,B
2229.96,78.37,0.45,45.06,4.77,177.6533984,27,1.07,100,50.1032,18.63333333,28.9,3.39,4.03,28.8,4.5,4,60.07,1015.96,54.072,B
2211.13,77.68,-0.41,75.16,0.71,174.5120893,28,0.73,95,50.1831,18.99,26.97,0.97,1.08,31.9,4.15,4,71.58,1010.13,67.644,B
2163.6,76.24,-0.83,79.12,0.69,165.8328331,34,1.05,95,49.7798,17.94666667,26.84,0.77,0.92,28,3.51,2,71.94,1006.6,15.824,B
2151.05,77.49,-0.29,68.54,0.62,173.0298974,33,0.96,91,50.1298,19.42666667,25.28,0.58,1.28,28.3,3.16,2,67.69,1009.05,27.416,A
2131.02,44.38,-0.57,69.98,0.76,192.6786114,32,1.1,96,49.8158,13.00666667,9.02,0.73,1.19,29.6,3.22,1,38.08,1019.02,34.99,A
2189.36,47.51,0.08,87.29,0.89,189.7176472,28,1.03,104,49.7309,14.29666667,12.89,1.19,0.81,28.8,4.15,3,36.71,1013.36,87.29,C
2207,53.42,0.49,64.62,1.01,184.8355298,31,1.01,100,50.3291,18.78333333,17.35,0.9,0.91,28.3,3.96,3,39.72,1003,25.848,A
2288.11,77.24,-0.4,76.61,1,171.744277,27,1.07,100,50.0279,17.95333333,26.86,2.51,0.65,33.6,5.03,3,71.14,1007.11,53.627,A
2274.44,53.76,0.48,79.8,1.33,191.6039063,26,1.01,107,49.9447,16.14333333,15.43,1.43,0.97,29.7,4.2,3,39.16,1016.44,79.8,A
